Date,Time,Wind_Speed(m/s)
2024-03-27,01:00:00,16.16
2024-03-27,02:00:00,8.32
2024-03-27,03:00:00,17.27
2024-03-27,04:00:00,12.26
2024-03-27,05:00:00,22.94
2024-03-27,06:00:00,8.38
2024-03-27,07:00:00,15.14
2024-03-27,08:00:00,16.96
2024-03-27,09:00:00,5.67
2024-03-27,10:00:00,12.27
2024-03-27,11:00:00,19.65
2024-03-27,12:00:00,21.41
2024-03-27,13:00:00,11.26
2024-03-27,14:00:00,20.97
2024-03-27,15:00:00,24.36
2024-03-27,16:00:00,22.14
2024-03-27,17:00:00,7.35
2024-03-27,18:00:00,19.79
2024-03-27,19:00:00,11.39
2024-03-27,20:00:00,24.77
2024-03-27,21:00:00,14.71
2024-03-27,22:00:00,7.45
2024-03-27,23:00:00,19.5
2024-03-27,00:00:00,11.46
2024-03-27,01:00:00,24.94
2024-03-27,02:00:00,24.6
2024-03-27,03:00:00,18.12
2024-03-27,04:00:00,7.6
2024-03-27,05:00:00,18.74
2024-03-27,06:00:00,6.86
2024-03-27,07:00:00,5.59
2024-03-27,08:00:00,21.46
2024-03-27,09:00:00,9.2
2024-03-27,10:00:00,12.58
2024-03-27,11:00:00,24.47
2024-03-27,12:00:00,11.74
2024-03-27,13:00:00,10.93
2024-03-27,14:00:00,23.36
2024-03-27,15:00:00,7.21
2024-03-27,16:00:00,20.19
2024-03-27,17:00:00,24.76
2024-03-27,18:00:00,23.03
2024-03-27,19:00:00,18.03
2024-03-27,20:00:00,11.28
2024-03-27,21:00:00,10.09
2024-03-27,22:00:00,21.39
2024-03-27,23:00:00,22.6
2024-03-27,00:00:00,15.51
2024-03-27,01:00:00,9.89
2024-03-27,02:00:00,7.26
2024-03-27,03:00:00,6.74
2024-03-27,04:00:00,19.38
2024-03-27,05:00:00,13.4
2024-03-27,06:00:00,23.11
2024-03-27,07:00:00,19.79
2024-03-27,08:00:00,8.83
2024-03-27,09:00:00,17.28
2024-03-27,10:00:00,13.71
2024-03-27,11:00:00,16.54
2024-03-27,12:00:00,19.76
2024-03-27,13:00:00,21.12
2024-03-27,14:00:00,21.87
2024-03-27,15:00:00,10.08
2024-03-27,16:00:00,5.62
2024-03-27,17:00:00,19.79
2024-03-27,18:00:00,7.13
2024-03-27,19:00:00,11.3
2024-03-27,20:00:00,5.08
2024-03-27,21:00:00,18.63
2024-03-27,22:00:00,8.34
2024-03-27,23:00:00,18.11
2024-03-27,00:00:00,24.83
2024-03-27,01:00:00,6.45
2024-03-27,02:00:00,6.54
2024-03-27,03:00:00,11.81
2024-03-28,00:00:00,22.33
2024-03-28,01:00:00,9.31
2024-03-28,02:00:00,12.21
2024-03-28,03:00:00,6.37
2024-03-28,04:00:00,20.26
2024-03-28,05:00:00,13.17
2024-03-28,06:00:00,20.18
2024-03-28,07:00:00,23.07
2024-03-28,08:00:00,9.66
2024-03-28,09:00:00,21.15
2024-03-28,10:00:00,6.18
2024-03-28,11:00:00,22.98
2024-03-28,12:00:00,18.02
2024-03-28,13:00:00,22.48
2024-03-28,14:00:00,5.0
2024-03-28,15:00:00,8.38
2024-03-28,16:00:00,12.8
2024-03-28,17:00:00,12.59
2024-03-28,18:00:00,9.53
2024-03-28,19:00:00,12.63
2024-03-28,20:00:00,7.58
2024-03-28,21:00:00,13.26
2024-03-28,22:00:00,21.05
2024-03-28,23:00:00,14.58
2024-03-28,00:00:00,5.36
2024-03-28,01:00:00,13.43
2024-03-28,02:00:00,5.54
2024-03-28,03:00:00,24.32
2024-03-28,04:00:00,7.55
2024-03-28,05:00:00,19.15
2024-03-28,06:00:00,24.46
2024-03-28,07:00:00,21.52
2024-03-28,08:00:00,18.99
2024-03-28,09:00:00,21.79
2024-03-28,10:00:00,24.64
2024-03-28,11:00:00,17.43
2024-03-28,12:00:00,16.18
2024-03-28,13:00:00,17.56
2024-03-28,14:00:00,15.65
2024-03-28,15:00:00,17.7
2024-03-28,16:00:00,14.0
2024-03-28,17:00:00,9.37
2024-03-28,18:00:00,7.4
2024-03-28,19:00:00,6.37
2024-03-28,20:00:00,10.27
2024-03-28,21:00:00,5.92
2024-03-28,22:00:00,16.34
2024-03-28,23:00:00,10.68
2024-03-28,00:00:00,21.49
2024-03-28,01:00:00,6.48
2024-03-28,02:00:00,9.53
2024-03-28,03:00:00,19.6
2024-03-28,04:00:00,16.98
2024-03-28,05:00:00,6.29
2024-03-28,06:00:00,22.54
2024-03-28,07:00:00,22.55
2024-03-28,08:00:00,11.61
2024-03-28,09:00:00,11.81
2024-03-28,10:00:00,24.78
2024-03-28,11:00:00,17.52
2024-03-28,12:00:00,15.63
2024-03-28,13:00:00,21.76
2024-03-28,14:00:00,10.71
2024-03-28,15:00:00,13.58
2024-03-28,16:00:00,10.36
2024-03-28,17:00:00,20.78
2024-03-28,18:00:00,16.47
2024-03-28,19:00:00,18.18
2024-03-28,20:00:00,10.05
2024-03-28,21:00:00,9.4
2024-03-28,22:00:00,14.77
2024-03-28,23:00:00,19.75
2024-03-28,00:00:00,15.5
2024-03-28,01:00:00,5.65
2024-03-28,02:00:00,22.37
2024-03-28,03:00:00,6.29
2024-03-28,04:00:00,24.12
2024-03-28,05:00:00,5.5
2024-03-28,06:00:00,18.89
2024-03-28,07:00:00,6.64
2024-03-28,08:00:00,23.21
2024-03-28,09:00:00,14.29
2024-03-28,10:00:00,7.75
2024-03-28,11:00:00,11.82
2024-03-28,12:00:00,8.3
2024-03-28,13:00:00,8.41
2024-03-28,14:00:00,23.96
2024-03-28,15:00:00,13.9
2024-03-28,16:00:00,20.78
2024-03-28,17:00:00,17.79
2024-03-28,18:00:00,18.53
2024-03-28,19:00:00,7.63
2024-03-28,20:00:00,9.68
2024-03-28,21:00:00,20.74
2024-03-28,22:00:00,24.42
2024-03-28,23:00:00,10.25
2024-03-28,00:00:00,10.43
2024-03-28,01:00:00,14.46
2024-03-28,02:00:00,24.68
2024-03-28,03:00:00,10.38
2024-03-29,00:00:00,13.14
2024-03-29,01:00:00,22.83
2024-03-29,02:00:00,5.06
2024-03-29,03:00:00,5.8
2024-03-29,04:00:00,17.08
2024-03-29,05:00:00,23.15
2024-03-29,06:00:00,9.78
2024-03-29,07:00:00,14.39
2024-03-29,08:00:00,14.01
2024-03-29,09:00:00,14.46
2024-03-29,10:00:00,17.45
2024-03-29,11:00:00,14.39
2024-03-29,12:00:00,13.95
2024-03-29,13:00:00,14.49
2024-03-29,14:00:00,16.82
2024-03-29,15:00:00,15.74
2024-03-29,16:00:00,22.08
2024-03-29,17:00:00,5.99
2024-03-29,18:00:00,21.67
2024-03-29,19:00:00,21.88
2024-03-29,20:00:00,10.7
2024-03-29,21:00:00,14.26
2024-03-29,22:00:00,13.77
2024-03-29,23:00:00,9.37
2024-03-29,00:00:00,12.94
2024-03-29,01:00:00,5.89
2024-03-29,02:00:00,10.56
2024-03-29,03:00:00,21.33
2024-03-29,04:00:00,10.69
2024-03-29,05:00:00,21.36
2024-03-29,06:00:00,15.63
2024-03-29,07:00:00,22.6
2024-03-29,08:00:00,16.5
2024-03-29,09:00:00,5.59
2024-03-29,10:00:00,18.51
2024-03-29,11:00:00,5.9
2024-03-29,12:00:00,14.01
2024-03-29,13:00:00,23.59
2024-03-29,14:00:00,8.3
2024-03-29,15:00:00,12.8
2024-03-29,16:00:00,19.6
2024-03-29,17:00:00,22.65
2024-03-29,18:00:00,18.42
2024-03-29,19:00:00,10.16
2024-03-29,20:00:00,18.49
2024-03-29,21:00:00,10.93
2024-03-29,22:00:00,19.37
2024-03-29,23:00:00,24.08
2024-03-29,00:00:00,19.43
2024-03-29,01:00:00,22.26
2024-03-29,02:00:00,5.04
2024-03-29,03:00:00,19.35
2024-03-29,04:00:00,21.59
2024-03-29,05:00:00,5.81
2024-03-29,06:00:00,22.43
2024-03-29,07:00:00,10.13
2024-03-29,08:00:00,18.31
2024-03-29,09:00:00,21.01
2024-03-29,10:00:00,18.25
2024-03-29,11:00:00,6.85
2024-03-29,12:00:00,16.93
2024-03-29,13:00:00,15.99
2024-03-29,14:00:00,23.01
2024-03-29,15:00:00,13.08
2024-03-29,16:00:00,11.42
2024-03-29,17:00:00,20.0
2024-03-29,18:00:00,13.25
2024-03-29,19:00:00,17.92
2024-03-29,20:00:00,17.93
2024-03-29,21:00:00,22.76
2024-03-29,22:00:00,16.97
2024-03-29,23:00:00,15.04
2024-03-29,00:00:00,7.78
2024-03-29,01:00:00,7.31
2024-03-29,02:00:00,8.09
2024-03-29,03:00:00,8.44
2024-03-29,04:00:00,17.76
2024-03-29,05:00:00,19.82
2024-03-29,06:00:00,15.6
2024-03-29,07:00:00,21.58
2024-03-29,08:00:00,24.83
2024-03-29,09:00:00,21.4
2024-03-29,10:00:00,18.9
2024-03-29,11:00:00,15.65
2024-03-29,12:00:00,13.98
2024-03-29,13:00:00,6.69
2024-03-29,14:00:00,12.99
2024-03-29,15:00:00,23.2
2024-03-29,16:00:00,21.16
2024-03-29,17:00:00,9.32
2024-03-29,18:00:00,14.33
2024-03-29,19:00:00,21.33
2024-03-29,20:00:00,6.35
2024-03-29,21:00:00,12.75
2024-03-29,22:00:00,22.04
2024-03-29,23:00:00,13.08
2024-03-29,00:00:00,6.55
2024-03-29,01:00:00,15.85
2024-03-29,02:00:00,22.23
2024-03-29,03:00:00,16.81
2024-03-30,00:00:00,9.53
2024-03-30,01:00:00,12.68
2024-03-30,02:00:00,14.0
2024-03-30,03:00:00,16.59
2024-03-30,04:00:00,20.19
2024-03-30,05:00:00,6.98
2024-03-30,06:00:00,22.79
2024-03-30,07:00:00,5.25
2024-03-30,08:00:00,12.4
2024-03-30,09:00:00,5.55
2024-03-30,10:00:00,12.86
2024-03-30,11:00:00,15.52
2024-03-30,12:00:00,15.23
2024-03-30,13:00:00,8.31
2024-03-30,14:00:00,17.91
2024-03-30,15:00:00,5.9
2024-03-30,16:00:00,20.24
2024-03-30,17:00:00,23.93
2024-03-30,18:00:00,11.8
2024-03-30,19:00:00,15.34
2024-03-30,20:00:00,12.58
2024-03-30,21:00:00,5.13
2024-03-30,22:00:00,12.72
2024-03-30,23:00:00,20.83
2024-03-30,00:00:00,16.92
2024-03-30,01:00:00,7.03
2024-03-30,02:00:00,21.94
2024-03-30,03:00:00,15.62
2024-03-30,04:00:00,21.83
2024-03-30,05:00:00,16.6
2024-03-30,06:00:00,16.19
2024-03-30,07:00:00,7.11
2024-03-30,08:00:00,8.35
2024-03-30,09:00:00,24.44
2024-03-30,10:00:00,9.57
2024-03-30,11:00:00,24.55
2024-03-30,12:00:00,15.64
2024-03-30,13:00:00,7.72
2024-03-30,14:00:00,6.99
2024-03-30,15:00:00,9.18
2024-03-30,16:00:00,23.51
2024-03-30,17:00:00,13.28
2024-03-30,18:00:00,12.91
2024-03-30,19:00:00,11.26
2024-03-30,20:00:00,7.94
2024-03-30,21:00:00,14.76
2024-03-30,22:00:00,7.6
2024-03-30,23:00:00,21.71
2024-03-30,00:00:00,12.41
2024-03-30,01:00:00,12.5
2024-03-30,02:00:00,14.48
2024-03-30,03:00:00,13.88
2024-03-30,04:00:00,24.9
2024-03-30,05:00:00,15.91
2024-03-30,06:00:00,6.76
2024-03-30,07:00:00,17.14
2024-03-30,08:00:00,8.03
2024-03-30,09:00:00,5.62
2024-03-30,10:00:00,24.41
2024-03-30,11:00:00,20.47
2024-03-30,12:00:00,24.6
2024-03-30,13:00:00,14.56
2024-03-30,14:00:00,15.65
2024-03-30,15:00:00,8.37
2024-03-30,16:00:00,9.94
2024-03-30,17:00:00,21.77
2024-03-30,18:00:00,12.12
2024-03-30,19:00:00,21.54
2024-03-30,20:00:00,19.18
2024-03-30,21:00:00,8.54
2024-03-30,22:00:00,15.15
2024-03-30,23:00:00,18.55
2024-03-30,00:00:00,9.7
2024-03-30,01:00:00,21.61
2024-03-30,02:00:00,15.9
2024-03-30,03:00:00,8.3
2024-03-30,04:00:00,16.66
2024-03-30,05:00:00,24.99
2024-03-30,06:00:00,8.01
2024-03-30,07:00:00,21.34
2024-03-30,08:00:00,9.15
2024-03-30,09:00:00,20.65
2024-03-30,10:00:00,19.69
2024-03-30,11:00:00,11.01
2024-03-30,12:00:00,11.52
2024-03-30,13:00:00,20.85
2024-03-30,14:00:00,14.23
2024-03-30,15:00:00,19.62
2024-03-30,16:00:00,7.96
2024-03-30,17:00:00,22.05
2024-03-30,18:00:00,19.22
2024-03-30,19:00:00,23.14
2024-03-30,20:00:00,7.65
2024-03-30,21:00:00,16.86
2024-03-30,22:00:00,16.98
2024-03-30,23:00:00,12.07
2024-03-30,00:00:00,14.17
2024-03-30,01:00:00,5.76
2024-03-30,02:00:00,19.92
2024-03-30,03:00:00,15.99
2024-03-31,00:00:00,6.15
2024-03-31,01:00:00,18.62
2024-03-31,02:00:00,14.34
2024-03-31,03:00:00,5.69
2024-03-31,04:00:00,24.39
2024-03-31,05:00:00,23.98
2024-03-31,06:00:00,15.26
2024-03-31,07:00:00,6.87
2024-03-31,08:00:00,20.09
2024-03-31,09:00:00,14.84
2024-03-31,10:00:00,11.05
2024-03-31,11:00:00,14.83
2024-03-31,12:00:00,15.45
2024-03-31,13:00:00,16.25
2024-03-31,14:00:00,13.82
2024-03-31,15:00:00,17.12
2024-03-31,16:00:00,23.37
2024-03-31,17:00:00,12.25
2024-03-31,18:00:00,19.51
2024-03-31,19:00:00,22.89
2024-03-31,20:00:00,14.12
2024-03-31,21:00:00,13.87
2024-03-31,22:00:00,17.04
2024-03-31,23:00:00,16.83
2024-03-31,00:00:00,21.13
2024-03-31,01:00:00,14.53
2024-03-31,02:00:00,24.92
2024-03-31,03:00:00,6.19
2024-03-31,04:00:00,5.06
2024-03-31,05:00:00,17.8
2024-03-31,06:00:00,10.97
2024-03-31,07:00:00,9.81
2024-03-31,08:00:00,11.24
2024-03-31,09:00:00,10.12
2024-03-31,10:00:00,5.62
2024-03-31,11:00:00,24.43
2024-03-31,12:00:00,9.41
2024-03-31,13:00:00,19.68
2024-03-31,14:00:00,20.25
2024-03-31,15:00:00,23.59
2024-03-31,16:00:00,5.61
2024-03-31,17:00:00,22.44
2024-03-31,18:00:00,15.54
2024-03-31,19:00:00,17.65
2024-03-31,20:00:00,17.89
2024-03-31,21:00:00,21.4
2024-03-31,22:00:00,11.67
2024-03-31,23:00:00,19.66
2024-03-31,00:00:00,15.57
2024-03-31,01:00:00,20.87
2024-03-31,02:00:00,24.81
2024-03-31,03:00:00,9.01
2024-03-31,04:00:00,24.89
2024-03-31,05:00:00,6.8
2024-03-31,06:00:00,5.05
2024-03-31,07:00:00,5.88
2024-03-31,08:00:00,11.84
2024-03-31,09:00:00,17.66
2024-03-31,10:00:00,6.38
2024-03-31,11:00:00,5.11
2024-03-31,12:00:00,23.74
2024-03-31,13:00:00,21.44
2024-03-31,14:00:00,21.18
2024-03-31,15:00:00,22.69
2024-03-31,16:00:00,19.0
2024-03-31,17:00:00,7.09
2024-03-31,18:00:00,12.98
2024-03-31,19:00:00,19.46
2024-03-31,20:00:00,10.61
2024-03-31,21:00:00,18.75
2024-03-31,22:00:00,5.49
2024-03-31,23:00:00,11.12
2024-03-31,00:00:00,15.98
2024-03-31,01:00:00,17.64
2024-03-31,02:00:00,16.54
2024-03-31,03:00:00,18.96
2024-03-31,04:00:00,5.12
2024-03-31,05:00:00,7.02
2024-03-31,06:00:00,22.38
2024-03-31,07:00:00,18.63
2024-03-31,08:00:00,7.26
2024-03-31,09:00:00,21.84
2024-03-31,10:00:00,9.84
2024-03-31,11:00:00,14.57
2024-03-31,12:00:00,7.9
2024-03-31,13:00:00,19.2
2024-03-31,14:00:00,18.34
2024-03-31,15:00:00,9.22
2024-03-31,16:00:00,22.27
2024-03-31,17:00:00,13.03
2024-03-31,18:00:00,10.85
2024-03-31,19:00:00,8.05
2024-03-31,20:00:00,10.32
2024-03-31,21:00:00,5.44
2024-03-31,22:00:00,16.67
2024-03-31,23:00:00,21.84
2024-03-31,00:00:00,15.98
2024-03-31,01:00:00,9.39
2024-03-31,02:00:00,5.67
2024-03-31,03:00:00,9.29
2024-04-01,00:00:00,13.32
2024-04-01,01:00:00,20.19
2024-04-01,02:00:00,8.76
2024-04-01,03:00:00,19.4
2024-04-01,04:00:00,22.34
2024-04-01,05:00:00,14.08
2024-04-01,06:00:00,21.43
2024-04-01,07:00:00,16.09
2024-04-01,08:00:00,17.74
2024-04-01,09:00:00,15.53
2024-04-01,10:00:00,14.26
2024-04-01,11:00:00,9.69
2024-04-01,12:00:00,11.06
2024-04-01,13:00:00,10.8
2024-04-01,14:00:00,16.27
2024-04-01,15:00:00,7.4
2024-04-01,16:00:00,23.34
2024-04-01,17:00:00,19.41
2024-04-01,18:00:00,13.03
2024-04-01,19:00:00,8.17
2024-04-01,20:00:00,22.64
2024-04-01,21:00:00,21.48
2024-04-01,22:00:00,19.43
2024-04-01,23:00:00,10.43
2024-04-01,00:00:00,13.05
2024-04-01,01:00:00,7.05
2024-04-01,02:00:00,8.78
2024-04-01,03:00:00,20.66
2024-04-01,04:00:00,19.3
2024-04-01,05:00:00,16.87
2024-04-01,06:00:00,22.91
2024-04-01,07:00:00,16.67
2024-04-01,08:00:00,14.34
2024-04-01,09:00:00,11.81
2024-04-01,10:00:00,23.81
2024-04-01,11:00:00,6.65
2024-04-01,12:00:00,23.62
2024-04-01,13:00:00,21.53
2024-04-01,14:00:00,7.6
2024-04-01,15:00:00,16.3
2024-04-01,16:00:00,22.33
2024-04-01,17:00:00,16.44
2024-04-01,18:00:00,23.14
2024-04-01,19:00:00,23.86
2024-04-01,20:00:00,13.45
2024-04-01,21:00:00,12.55
2024-04-01,22:00:00,23.73
2024-04-01,23:00:00,18.5
2024-04-01,00:00:00,7.32
2024-04-01,01:00:00,5.85
2024-04-01,02:00:00,16.29
2024-04-01,03:00:00,23.6
2024-04-01,04:00:00,21.88
2024-04-01,05:00:00,18.52
2024-04-01,06:00:00,7.78
2024-04-01,07:00:00,10.08
2024-04-01,08:00:00,22.51
2024-04-01,09:00:00,8.66
2024-04-01,10:00:00,10.57
2024-04-01,11:00:00,7.59
2024-04-01,12:00:00,18.52
2024-04-01,13:00:00,23.88
2024-04-01,14:00:00,10.38
2024-04-01,15:00:00,14.51
2024-04-01,16:00:00,17.69
2024-04-01,17:00:00,24.99
2024-04-01,18:00:00,7.1
2024-04-01,19:00:00,14.97
2024-04-01,20:00:00,12.7
2024-04-01,21:00:00,22.32
2024-04-01,22:00:00,14.52
2024-04-01,23:00:00,7.22
2024-04-01,00:00:00,17.69
2024-04-01,01:00:00,20.42
2024-04-01,02:00:00,5.06
2024-04-01,03:00:00,22.18
2024-04-01,04:00:00,8.72
2024-04-01,05:00:00,16.04
2024-04-01,06:00:00,13.32
2024-04-01,07:00:00,19.39
2024-04-01,08:00:00,12.42
2024-04-01,09:00:00,22.4
2024-04-01,10:00:00,19.61
2024-04-01,11:00:00,17.95
2024-04-01,12:00:00,20.92
2024-04-01,13:00:00,20.08
2024-04-01,14:00:00,5.72
2024-04-01,15:00:00,12.89
2024-04-01,16:00:00,23.62
2024-04-01,17:00:00,7.51
2024-04-01,18:00:00,19.74
2024-04-01,19:00:00,24.49
2024-04-01,20:00:00,6.04
2024-04-01,21:00:00,18.64
2024-04-01,22:00:00,14.36
2024-04-01,23:00:00,16.58
2024-04-01,00:00:00,6.71
2024-04-01,01:00:00,5.86
2024-04-01,02:00:00,18.34
2024-04-01,03:00:00,21.47
2024-04-02,00:00:00,20.64
2024-04-02,01:00:00,15.88
2024-04-02,02:00:00,7.0
2024-04-02,03:00:00,18.76
2024-04-02,04:00:00,9.84
2024-04-02,05:00:00,23.22
2024-04-02,06:00:00,21.77
2024-04-02,07:00:00,19.19
2024-04-02,08:00:00,23.98
2024-04-02,09:00:00,5.63
2024-04-02,10:00:00,19.72
2024-04-02,11:00:00,11.6
2024-04-02,12:00:00,23.12
2024-04-02,13:00:00,10.33
2024-04-02,14:00:00,19.5
2024-04-02,15:00:00,22.55
2024-04-02,16:00:00,5.83
2024-04-02,17:00:00,12.95
2024-04-02,18:00:00,20.25
2024-04-02,19:00:00,14.1
2024-04-02,20:00:00,10.35
2024-04-02,21:00:00,9.4
2024-04-02,22:00:00,7.63
2024-04-02,23:00:00,22.14
2024-04-02,00:00:00,16.51
2024-04-02,01:00:00,6.53
2024-04-02,02:00:00,12.65
2024-04-02,03:00:00,12.35
2024-04-02,04:00:00,8.63
2024-04-02,05:00:00,13.71
2024-04-02,06:00:00,11.64
2024-04-02,07:00:00,11.84
2024-04-02,08:00:00,19.78
2024-04-02,09:00:00,9.47
2024-04-02,10:00:00,17.84
2024-04-02,11:00:00,16.41
2024-04-02,12:00:00,16.36
2024-04-02,13:00:00,18.26
2024-04-02,14:00:00,15.97
2024-04-02,15:00:00,22.59
2024-04-02,16:00:00,18.51
2024-04-02,17:00:00,15.94
2024-04-02,18:00:00,21.6
2024-04-02,19:00:00,17.12
2024-04-02,20:00:00,10.82
2024-04-02,21:00:00,9.14
2024-04-02,22:00:00,8.05
2024-04-02,23:00:00,22.99
2024-04-02,00:00:00,19.2
2024-04-02,01:00:00,23.75
2024-04-02,02:00:00,17.07
2024-04-02,03:00:00,14.47
2024-04-02,04:00:00,6.19
2024-04-02,05:00:00,18.43
2024-04-02,06:00:00,16.64
2024-04-02,07:00:00,24.8
2024-04-02,08:00:00,9.78
2024-04-02,09:00:00,15.61
2024-04-02,10:00:00,18.02
2024-04-02,11:00:00,17.89
2024-04-02,12:00:00,16.23
2024-04-02,13:00:00,20.54
2024-04-02,14:00:00,9.1
2024-04-02,15:00:00,19.51
2024-04-02,16:00:00,17.39
2024-04-02,17:00:00,22.92
2024-04-02,18:00:00,21.94
2024-04-02,19:00:00,11.3
2024-04-02,20:00:00,10.52
2024-04-02,21:00:00,24.63
2024-04-02,22:00:00,15.55
2024-04-02,23:00:00,23.13
2024-04-02,00:00:00,8.28
2024-04-02,01:00:00,17.86
2024-04-02,02:00:00,21.2
2024-04-02,03:00:00,23.95
2024-04-02,04:00:00,11.75
2024-04-02,05:00:00,19.5
2024-04-02,06:00:00,15.78
2024-04-02,07:00:00,6.21
2024-04-02,08:00:00,18.8
2024-04-02,09:00:00,18.8
2024-04-02,10:00:00,23.61
2024-04-02,11:00:00,14.95
2024-04-02,12:00:00,9.61
2024-04-02,13:00:00,5.89
2024-04-02,14:00:00,13.31
2024-04-02,15:00:00,11.04
2024-04-02,16:00:00,20.22
2024-04-02,17:00:00,12.09
2024-04-02,18:00:00,23.98
2024-04-02,19:00:00,24.25
2024-04-02,20:00:00,17.42
2024-04-02,21:00:00,23.57
2024-04-02,22:00:00,20.22
2024-04-02,23:00:00,15.94
2024-04-02,00:00:00,8.61
2024-04-02,01:00:00,14.17
2024-04-02,02:00:00,16.22
2024-04-02,03:00:00,22.28
2024-04-03,00:00:00,14.63
2024-04-03,01:00:00,22.95
2024-04-03,02:00:00,18.49
2024-04-03,03:00:00,7.74
2024-04-03,04:00:00,24.9
2024-04-03,05:00:00,15.54
2024-04-03,06:00:00,12.84
2024-04-03,07:00:00,18.18
2024-04-03,08:00:00,7.18
2024-04-03,09:00:00,17.73
2024-04-03,10:00:00,14.96
2024-04-03,11:00:00,13.13
2024-04-03,12:00:00,24.06
2024-04-03,13:00:00,15.45
2024-04-03,14:00:00,9.38
2024-04-03,15:00:00,14.18
2024-04-03,16:00:00,23.39
2024-04-03,17:00:00,8.52
2024-04-03,18:00:00,9.28
2024-04-03,19:00:00,5.26
2024-04-03,20:00:00,5.28
2024-04-03,21:00:00,21.59
2024-04-03,22:00:00,19.64
2024-04-03,23:00:00,12.1
2024-04-03,00:00:00,18.97
2024-04-03,01:00:00,12.9
2024-04-03,02:00:00,24.06
2024-04-03,03:00:00,24.34
2024-04-03,04:00:00,12.86
2024-04-03,05:00:00,22.08
2024-04-03,06:00:00,20.46
2024-04-03,07:00:00,11.2
2024-04-03,08:00:00,9.64
2024-04-03,09:00:00,14.16
2024-04-03,10:00:00,20.63
2024-04-03,11:00:00,24.2
2024-04-03,12:00:00,20.27
2024-04-03,13:00:00,22.1
2024-04-03,14:00:00,17.06
2024-04-03,15:00:00,21.71
2024-04-03,16:00:00,20.69
2024-04-03,17:00:00,12.54
2024-04-03,18:00:00,16.04
2024-04-03,19:00:00,21.1
2024-04-03,20:00:00,5.92
2024-04-03,21:00:00,21.16
2024-04-03,22:00:00,8.56
2024-04-03,23:00:00,15.29
2024-04-03,00:00:00,21.17
2024-04-03,01:00:00,10.08
2024-04-03,02:00:00,9.92
2024-04-03,03:00:00,13.06
2024-04-03,04:00:00,22.89
2024-04-03,05:00:00,5.01
2024-04-03,06:00:00,23.03
2024-04-03,07:00:00,8.08
2024-04-03,08:00:00,24.8
2024-04-03,09:00:00,24.1
2024-04-03,10:00:00,14.89
2024-04-03,11:00:00,15.25
2024-04-03,12:00:00,14.63
2024-04-03,13:00:00,17.71
2024-04-03,14:00:00,6.81
2024-04-03,15:00:00,5.65
2024-04-03,16:00:00,6.15
2024-04-03,17:00:00,13.89
2024-04-03,18:00:00,10.51
2024-04-03,19:00:00,17.44
2024-04-03,20:00:00,24.85
2024-04-03,21:00:00,12.73
2024-04-03,22:00:00,16.48
2024-04-03,23:00:00,13.31
2024-04-03,00:00:00,21.95
2024-04-03,01:00:00,23.04
2024-04-03,02:00:00,22.55
2024-04-03,03:00:00,24.49
2024-04-03,04:00:00,5.55
2024-04-03,05:00:00,21.8
2024-04-03,06:00:00,20.04
2024-04-03,07:00:00,9.57
2024-04-03,08:00:00,24.13
2024-04-03,09:00:00,7.96
2024-04-03,10:00:00,18.59
2024-04-03,11:00:00,9.5
2024-04-03,12:00:00,13.63
2024-04-03,13:00:00,19.38
2024-04-03,14:00:00,16.27
2024-04-03,15:00:00,13.55
2024-04-03,16:00:00,11.53
2024-04-03,17:00:00,21.79
2024-04-03,18:00:00,7.88
2024-04-03,19:00:00,13.6
2024-04-03,20:00:00,23.08
2024-04-03,21:00:00,21.92
2024-04-03,22:00:00,13.02
2024-04-03,23:00:00,20.26
2024-04-03,00:00:00,21.46
2024-04-03,01:00:00,22.78
2024-04-03,02:00:00,15.89
2024-04-03,03:00:00,9.09
2024-04-04,00:00:00,10.11
2024-04-04,01:00:00,10.91
2024-04-04,02:00:00,16.88
2024-04-04,03:00:00,5.66
2024-04-04,04:00:00,17.72
2024-04-04,05:00:00,12.29
2024-04-04,06:00:00,10.9
2024-04-04,07:00:00,22.59
2024-04-04,08:00:00,14.2
2024-04-04,09:00:00,6.9
2024-04-04,10:00:00,21.53
2024-04-04,11:00:00,5.95
2024-04-04,12:00:00,19.53
2024-04-04,13:00:00,20.48
2024-04-04,14:00:00,12.05
2024-04-04,15:00:00,21.5
2024-04-04,16:00:00,15.31
2024-04-04,17:00:00,14.27
2024-04-04,18:00:00,5.91
2024-04-04,19:00:00,10.8
2024-04-04,20:00:00,23.62
2024-04-04,21:00:00,12.84
2024-04-04,22:00:00,15.93
2024-04-04,23:00:00,15.64
2024-04-04,00:00:00,16.81
2024-04-04,01:00:00,6.23
2024-04-04,02:00:00,12.24
2024-04-04,03:00:00,19.46
2024-04-04,04:00:00,9.01
2024-04-04,05:00:00,9.07
2024-04-04,06:00:00,5.2
2024-04-04,07:00:00,13.75
2024-04-04,08:00:00,22.65
2024-04-04,09:00:00,6.04
2024-04-04,10:00:00,8.82
2024-04-04,11:00:00,11.2
2024-04-04,12:00:00,19.63
2024-04-04,13:00:00,17.81
2024-04-04,14:00:00,13.32
2024-04-04,15:00:00,20.18
2024-04-04,16:00:00,17.19
2024-04-04,17:00:00,22.92
2024-04-04,18:00:00,21.36
2024-04-04,19:00:00,10.06
2024-04-04,20:00:00,10.43
2024-04-04,21:00:00,7.51
2024-04-04,22:00:00,11.74
